tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,support_tickets_90d,satisfaction_score,churn
22,91.14,1913.19,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,1
68,82.86,5442.47,One year,DSL,Electronic check,Yes,1,5,0
50,34.39,1702.05,Month-to-month,No,Mailed check,No,0,2,0
60,95.04,5885.11,One year,Fiber optic,Electronic check,No,1,4,1
39,98.89,3788.96,One year,Fiber optic,Credit card,Yes,1,4,1
17,89.52,1415.6,Month-to-month,Fiber optic,Credit card,Yes,1,4,0
15,97.35,1453.56,Month-to-month,Fiber optic,Mailed check,Yes,1,4,0
11,75.74,774.87,Month-to-month,DSL,Mailed check,No,1,3,1
17,101.22,1636.15,One year,Fiber optic,Electronic check,Yes,2,4,0
52,48.64,2363.39,Two year,No,Electronic check,No,2,4,0
52,101.07,5231.19,Month-to-month,Fiber optic,Electronic check,Yes,3,4,0
72,97.87,6708.23,Month-to-month,Fiber optic,Credit card,No,1,4,0
23,98.62,2268.38,Month-to-month,Fiber optic,Electronic check,Yes,1,3,1
7,91.23,642.45,One year,Fiber optic,Credit card,Yes,3,4,0
30,79.18,2332.2,Month-to-month,DSL,Mailed check,Yes,2,4,0
69,51.33,3259.52,One year,No,Mailed check,No,2,4,0
57,103.82,5467.98,Month-to-month,Fiber optic,Electronic check,No,2,2,0
14,71.16,979.0,Month-to-month,Fiber optic,Electronic check,No,2,3,1
7,57.77,383.09,Month-to-month,DSL,Mailed check,Yes,0,4,0
7,51.58,354.84,Two year,DSL,Bank transfer,No,3,3,0
11,70.45,771.02,One year,DSL,Mailed check,Yes,0,3,0
13,96.67,1232.42,Month-to-month,Fiber optic,Electronic check,No,1,2,0
16,61.51,974.25,Month-to-month,DSL,Electronic check,No,2,3,0
33,104.42,3603.11,Two year,Fiber optic,Electronic check,Yes,0,3,1
16,76.72,1230.13,Two year,Fiber optic,Bank transfer,No,6,2,0
21,60.09,1193.14,Month-to-month,No,Bank transfer,No,2,3,0
5,100.4,472.39,One year,Fiber optic,Electronic check,No,2,1,1
11,95.61,1097.61,Two year,Fiber optic,Credit card,Yes,1,4,1
10,58.74,615.3,Month-to-month,Fiber optic,Electronic check,No,1,3,1
4,84.62,331.58,Month-to-month,Fiber optic,Credit card,Yes,2,2,1
15,55.54,859.7,Month-to-month,No,Mailed check,Yes,2,3,0
5,92.87,465.67,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
14,84.05,1089.26,One year,DSL,Electronic check,Yes,0,3,0
22,71.95,1615.31,Month-to-month,No,Bank transfer,Yes,2,3,0
53,86.53,4439.26,Month-to-month,Fiber optic,Bank transfer,No,4,3,1
10,84.96,845.41,Month-to-month,Fiber optic,Electronic check,Yes,2,2,1
22,78.79,1795.3,One year,Fiber optic,Electronic check,No,1,4,0
12,81.46,966.24,Month-to-month,Fiber optic,Bank transfer,No,2,3,1
5,83.63,416.53,Month-to-month,Fiber optic,Mailed check,Yes,1,4,0
53,56.36,3061.86,Month-to-month,DSL,Bank transfer,No,4,3,0
23,77.76,1832.75,Two year,Fiber optic,Electronic check,No,2,3,1
29,67.92,1973.23,Month-to-month,DSL,Electronic check,Yes,0,4,0
59,62.73,3423.05,Month-to-month,No,Bank transfer,No,1,5,0
14,92.72,1341.71,One year,Fiber optic,Electronic check,Yes,2,2,0
6,86.34,518.65,Month-to-month,Fiber optic,Electronic check,No,2,3,1
10,97.94,970.4,One year,Fiber optic,Electronic check,Yes,1,3,1
6,97.83,604.75,Month-to-month,Fiber optic,Credit card,Yes,3,4,1
44,81.32,3466.92,Two year,Fiber optic,Electronic check,No,0,4,0
70,67.19,4387.29,Month-to-month,DSL,Mailed check,No,2,2,0
22,103.75,2176.08,Month-to-month,Fiber optic,Bank transfer,No,4,3,1
33,111.96,3837.33,Month-to-month,Fiber optic,Mailed check,Yes,5,4,1
40,99.55,4072.75,Two year,Fiber optic,Electronic check,No,5,3,0
62,77.84,4747.78,Two year,DSL,Electronic check,No,1,4,0
68,84.8,5920.46,Month-to-month,Fiber optic,Electronic check,No,0,5,0
3,69.94,216.82,Month-to-month,DSL,Credit card,No,0,4,1
12,86.39,1061.61,Month-to-month,DSL,Bank transfer,Yes,0,3,0
20,95.95,2013.95,Month-to-month,Fiber optic,Credit card,Yes,1,5,0
11,67.75,778.56,Month-to-month,DSL,Credit card,Yes,3,3,1
16,75.26,1195.81,Two year,Fiber optic,Electronic check,Yes,1,3,0
28,83.7,2359.58,Month-to-month,DSL,Bank transfer,Yes,4,3,1
27,100.2,2837.14,Two year,Fiber optic,Mailed check,Yes,1,4,0
39,76.69,3104.48,Month-to-month,DSL,Credit card,Yes,1,4,0
21,61.43,1267.45,Two year,DSL,Credit card,No,2,2,1
1,79.13,75.1,Month-to-month,DSL,Mailed check,No,4,3,1
15,78.23,1104.95,Month-to-month,DSL,Bank transfer,No,1,4,0
26,93.05,2269.71,One year,Fiber optic,Electronic check,Yes,1,3,0
41,85.42,3231.18,Month-to-month,DSL,Credit card,Yes,1,4,0
37,88.84,3345.43,Two year,Fiber optic,Electronic check,Yes,4,3,0
19,90.18,1695.04,One year,Fiber optic,Mailed check,No,2,2,0
12,108.24,1271.62,Two year,Fiber optic,Credit card,No,3,3,0
19,83.38,1457.76,Two year,DSL,Electronic check,Yes,0,4,0
4,53.44,209.85,Month-to-month,DSL,Mailed check,Yes,0,5,1
13,68.75,823.97,Month-to-month,No,Bank transfer,Yes,0,4,0
46,88.88,4128.32,One year,DSL,Bank transfer,Yes,4,4,0
19,60.82,1211.4,Month-to-month,DSL,Electronic check,Yes,1,3,0
26,62.45,1681.63,Month-to-month,No,Electronic check,No,1,3,0
6,97.6,553.44,Month-to-month,Fiber optic,Mailed check,Yes,1,2,1
41,74.49,3063.74,One year,DSL,Mailed check,No,1,3,0
18,93.73,1610.63,Month-to-month,Fiber optic,Credit card,Yes,2,3,1
26,80.89,2082.78,Month-to-month,Fiber optic,Bank transfer,Yes,1,3,1
30,66.63,1958.36,Two year,No,Bank transfer,No,1,3,0
40,102.8,3920.55,Two year,Fiber optic,Electronic check,Yes,2,3,0
23,45.03,1025.52,Month-to-month,No,Credit card,No,2,2,1
18,81.07,1471.16,Month-to-month,No,Electronic check,Yes,1,4,0
7,38.81,274.17,One year,No,Credit card,No,1,4,0
5,66.26,312.67,Month-to-month,DSL,Credit card,No,0,4,0
23,91.79,1947.97,One year,DSL,Credit card,Yes,0,4,0
26,108.37,2883.83,One year,Fiber optic,Electronic check,Yes,2,2,1
29,88.39,2578.05,Month-to-month,Fiber optic,Electronic check,Yes,3,4,1
10,53.62,524.96,Month-to-month,No,Bank transfer,Yes,0,5,0
13,97.73,1273.52,Month-to-month,Fiber optic,Mailed check,Yes,3,3,1
22,62.57,1424.91,Month-to-month,DSL,Mailed check,No,2,4,1
14,67.19,910.09,One year,No,Bank transfer,Yes,0,4,0
72,89.1,6274.23,Month-to-month,Fiber optic,Bank transfer,No,3,3,0
13,55.25,709.52,Two year,No,Electronic check,No,3,2,1
27,74.83,2039.15,One year,Fiber optic,Electronic check,No,1,4,0
36,81.37,2882.53,Month-to-month,Fiber optic,Bank transfer,No,0,3,1
38,51.33,1975.49,Month-to-month,DSL,Electronic check,No,2,3,0
14,66.1,884.27,Month-to-month,DSL,Bank transfer,Yes,2,4,0
30,70.95,1992.02,Month-to-month,DSL,Credit card,Yes,0,5,0
28,81.42,2115.98,One year,Fiber optic,Credit card,No,2,3,0
31,97.04,2800.08,Month-to-month,Fiber optic,Bank transfer,Yes,1,5,1
22,74.84,1519.33,Month-to-month,No,Mailed check,Yes,1,5,0
36,59.06,2227.59,Month-to-month,DSL,Credit card,No,2,2,0
24,69.65,1702.66,Month-to-month,DSL,Mailed check,No,1,3,1
6,112.01,665.28,One year,Fiber optic,Credit card,Yes,0,3,0
24,56.11,1284.75,Two year,No,Electronic check,No,2,2,0
26,71.38,1883.68,One year,No,Bank transfer,Yes,4,3,0
35,54.97,2019.16,Two year,DSL,Electronic check,Yes,1,4,0
23,85.51,1901.82,One year,Fiber optic,Electronic check,No,2,3,1
63,60.14,3673.83,Month-to-month,No,Mailed check,Yes,0,4,0
19,72.08,1411.52,Two year,No,Electronic check,No,3,4,0
13,72.37,912.7,Month-to-month,DSL,Electronic check,Yes,0,3,0
50,67.13,3471.43,Month-to-month,DSL,Credit card,Yes,0,4,0
18,82.53,1399.62,Two year,Fiber optic,Bank transfer,Yes,1,4,0
21,77.91,1699.5,One year,Fiber optic,Bank transfer,Yes,1,3,0
26,64.65,1576.28,Two year,DSL,Credit card,No,0,3,0
24,78.9,1923.15,Month-to-month,DSL,Mailed check,Yes,2,4,0
31,66.81,1990.91,One year,DSL,Credit card,No,1,4,0
33,44.14,1493.57,Month-to-month,No,Electronic check,No,1,4,0
12,77.15,872.07,Month-to-month,DSL,Electronic check,Yes,1,3,1
8,95.51,766.01,Two year,No,Electronic check,Yes,1,3,0
8,92.24,727.5,Month-to-month,Fiber optic,Bank transfer,Yes,3,3,1
46,75.69,3333.16,One year,No,Electronic check,Yes,1,3,0
17,90.49,1512.5,Two year,Fiber optic,Mailed check,Yes,1,4,0
36,100.65,3785.58,Two year,Fiber optic,Bank transfer,Yes,2,4,0
34,84.07,2911.46,Month-to-month,DSL,Credit card,Yes,2,3,0
21,99.6,1940.08,Month-to-month,Fiber optic,Credit card,Yes,3,2,0
10,101.28,1060.45,Two year,Fiber optic,Electronic check,Yes,1,3,1
34,75.99,2618.84,One year,DSL,Electronic check,No,0,4,0
21,97.36,1948.16,Month-to-month,Fiber optic,Bank transfer,Yes,3,4,0
7,57.9,423.45,Month-to-month,No,Credit card,Yes,1,5,0
14,99.16,1366.63,Month-to-month,Fiber optic,Electronic check,No,2,4,0
5,108.24,536.12,Two year,Fiber optic,Bank transfer,No,4,2,1
15,82.8,1182.71,Month-to-month,Fiber optic,Electronic check,Yes,6,2,1
22,51.41,1186.99,One year,DSL,Electronic check,No,0,3,0
19,99.41,1812.41,Month-to-month,Fiber optic,Electronic check,No,2,3,1
17,72.11,1230.08,Month-to-month,Fiber optic,Credit card,No,4,3,1
22,94.84,2077.74,One year,Fiber optic,Bank transfer,No,3,2,1
30,83.16,2526.78,Two year,Fiber optic,Mailed check,No,2,3,0
38,57.67,2037.16,Month-to-month,DSL,Bank transfer,No,3,3,1
41,96.56,3897.67,Month-to-month,DSL,Mailed check,Yes,0,4,0
11,91.08,951.67,One year,Fiber optic,Electronic check,No,1,4,1
44,78.24,3221.95,Month-to-month,Fiber optic,Credit card,Yes,4,3,0
21,63.87,1325.7,Month-to-month,No,Electronic check,No,2,2,1
16,89.45,1400.99,One year,Fiber optic,Credit card,Yes,0,4,0
9,67.41,593.95,Month-to-month,No,Credit card,No,0,3,1
28,93.55,2539.33,One year,Fiber optic,Bank transfer,Yes,2,3,0
27,50.07,1298.66,Month-to-month,No,Bank transfer,No,3,3,1
13,77.14,926.34,One year,Fiber optic,Credit card,No,2,4,1
14,63.54,886.93,Two year,DSL,Electronic check,Yes,0,4,0
18,96.12,1796.61,Two year,Fiber optic,Bank transfer,Yes,0,4,0
16,68.19,1073.43,One year,No,Electronic check,Yes,0,4,0
11,90.04,949.06,One year,Fiber optic,Bank transfer,No,2,2,1
8,72.82,559.28,Month-to-month,DSL,Bank transfer,Yes,1,4,0
44,100.98,4238.26,Month-to-month,Fiber optic,Electronic check,No,2,2,0
14,66.98,916.14,Month-to-month,DSL,Electronic check,No,2,3,0
27,74.55,1865.91,One year,DSL,Bank transfer,Yes,2,5,0
31,52.57,1549.5,Month-to-month,DSL,Credit card,No,1,2,0
28,96.52,2817.64,Month-to-month,DSL,Bank transfer,Yes,0,4,0
32,71.59,2243.15,Month-to-month,DSL,Mailed check,Yes,0,4,0
28,82.66,2143.28,One year,DSL,Credit card,No,2,3,0
12,86.16,952.76,Month-to-month,Fiber optic,Credit card,Yes,1,3,0
16,72.35,1212.33,Month-to-month,Fiber optic,Bank transfer,Yes,2,3,1
44,62.43,2805.93,One year,DSL,Mailed check,Yes,2,5,0
14,101.11,1350.93,Two year,Fiber optic,Mailed check,No,5,3,0
21,57.69,1166.52,One year,DSL,Electronic check,No,1,4,0
30,114.42,3495.13,Month-to-month,Fiber optic,Credit card,Yes,0,4,0
55,53.02,2925.79,Two year,No,Electronic check,Yes,1,3,0
41,61.82,2549.22,Month-to-month,DSL,Bank transfer,No,0,3,0
10,77.6,751.59,Month-to-month,DSL,Credit card,Yes,0,5,1
27,61.16,1699.14,Month-to-month,No,Bank transfer,Yes,2,3,0
24,60.84,1477.73,Month-to-month,DSL,Electronic check,No,4,3,1
16,66.58,1080.66,One year,Fiber optic,Electronic check,No,2,3,1
21,118.23,2347.73,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,1
12,64.74,745.46,Two year,DSL,Electronic check,Yes,0,4,0
18,81.63,1421.0,One year,Fiber optic,Electronic check,Yes,1,4,0
14,76.08,1022.07,Month-to-month,Fiber optic,Electronic check,No,1,3,1
22,102.64,2136.63,Month-to-month,Fiber optic,Bank transfer,Yes,0,4,0
16,85.87,1384.36,One year,Fiber optic,Bank transfer,No,3,4,0
57,64.78,3708.8,Month-to-month,Fiber optic,Electronic check,Yes,2,4,1
23,111.66,2546.35,Month-to-month,Fiber optic,Bank transfer,Yes,3,3,1
20,54.24,1084.39,Month-to-month,Fiber optic,Mailed check,No,3,3,0
17,70.91,1261.47,Month-to-month,DSL,Mailed check,No,2,4,0
16,91.25,1356.25,Month-to-month,Fiber optic,Credit card,No,0,3,1
7,86.56,610.52,Two year,Fiber optic,Electronic check,Yes,0,5,0
36,69.75,2574.48,Month-to-month,No,Mailed check,Yes,2,4,1
50,80.08,3910.82,Month-to-month,DSL,Electronic check,Yes,1,4,1
14,69.94,940.18,One year,No,Electronic check,Yes,0,4,1
44,65.07,2838.18,Two year,No,Bank transfer,Yes,1,4,0
72,64.7,4747.47,One year,DSL,Bank transfer,No,1,3,0
69,71.37,5084.31,Month-to-month,DSL,Bank transfer,No,0,3,0
49,73.58,3627.34,Two year,Fiber optic,Credit card,No,3,2,0
8,73.43,589.6,Month-to-month,DSL,Credit card,No,0,2,0
8,85.55,709.34,Month-to-month,DSL,Electronic check,No,4,3,1
32,81.2,2570.57,One year,DSL,Bank transfer,Yes,0,4,0
21,89.27,1812.58,Month-to-month,Fiber optic,Bank transfer,No,4,3,0
3,66.14,187.4,One year,No,Bank transfer,Yes,2,4,0
15,88.78,1248.34,Two year,Fiber optic,Mailed check,Yes,0,4,0
31,65.74,1973.5,Month-to-month,DSL,Credit card,Yes,3,4,0
18,59.48,988.88,Month-to-month,No,Mailed check,No,1,4,0
21,56.64,1193.06,Month-to-month,No,Credit card,No,0,4,0
8,115.83,957.95,Month-to-month,Fiber optic,Mailed check,Yes,4,2,1
15,98.72,1485.88,One year,Fiber optic,Credit card,No,3,4,0
32,63.2,2118.55,Two year,DSL,Mailed check,No,0,3,0
14,68.98,1004.5,One year,DSL,Electronic check,No,2,3,1
46,101.41,4651.81,Two year,Fiber optic,Mailed check,Yes,3,4,0
21,44.22,870.09,Month-to-month,DSL,Mailed check,No,1,4,1
28,72.66,1923.7,Month-to-month,No,Electronic check,Yes,1,3,0
32,96.06,2969.81,Month-to-month,Fiber optic,Bank transfer,Yes,3,4,1
31,118.75,3468.44,One year,Fiber optic,Credit card,Yes,0,4,0
9,68.26,598.26,Month-to-month,DSL,Credit card,Yes,1,3,0
11,90.08,1039.69,Month-to-month,DSL,Mailed check,Yes,0,5,0
3,61.11,192.43,Month-to-month,No,Mailed check,Yes,2,4,0
16,61.19,996.44,Month-to-month,DSL,Credit card,Yes,1,4,0
10,108.25,1082.16,One year,Fiber optic,Credit card,No,4,3,1
14,43.22,623.71,Two year,DSL,Electronic check,No,0,3,0
18,63.04,1185.83,Month-to-month,No,Electronic check,No,1,3,0
23,116.11,2751.71,Month-to-month,Fiber optic,Electronic check,Yes,0,4,1
19,63.08,1204.12,Month-to-month,Fiber optic,Mailed check,No,1,2,1
18,63.98,1132.33,Month-to-month,DSL,Credit card,No,0,4,1
27,103.2,2699.29,Month-to-month,Fiber optic,Electronic check,Yes,2,4,1
20,46.03,899.34,One year,No,Bank transfer,Yes,1,4,0
38,93.59,3345.95,One year,Fiber optic,Electronic check,Yes,1,4,0
20,85.44,1630.48,One year,Fiber optic,Electronic check,Yes,2,3,0
55,58.74,3293.79,Two year,No,Bank transfer,No,3,2,0
9,108.56,980.16,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,0
16,90.05,1384.73,One year,Fiber optic,Electronic check,Yes,2,4,0
12,56.44,668.3,One year,Fiber optic,Electronic check,No,0,4,0
24,61.76,1435.55,Month-to-month,No,Mailed check,No,3,4,0
9,65.52,560.87,Month-to-month,No,Credit card,No,2,4,0
6,86.05,482.12,Month-to-month,Fiber optic,Credit card,No,4,2,0
10,67.19,664.59,Month-to-month,DSL,Mailed check,No,1,4,0
6,73.18,439.88,Month-to-month,DSL,Credit card,Yes,0,3,0
18,86.15,1426.96,Month-to-month,Fiber optic,Bank transfer,No,6,2,0
23,73.43,1562.17,Two year,Fiber optic,Electronic check,No,1,2,1
5,53.99,254.92,Two year,No,Mailed check,No,1,3,0
15,92.09,1405.53,One year,Fiber optic,Credit card,Yes,5,4,0
41,65.52,2727.6,One year,DSL,Bank transfer,No,1,3,0
49,83.43,3982.74,Two year,Fiber optic,Credit card,Yes,1,3,0
34,62.01,2213.23,Month-to-month,DSL,Mailed check,No,2,2,1
2,87.75,173.0,Month-to-month,Fiber optic,Credit card,No,1,2,1
22,88.2,1951.0,One year,Fiber optic,Bank transfer,Yes,1,2,0
44,76.3,3322.07,Two year,Fiber optic,Credit card,Yes,1,4,0
14,56.97,830.38,One year,No,Credit card,No,1,3,1
7,78.59,515.31,Month-to-month,Fiber optic,Electronic check,Yes,0,3,0
42,96.82,3770.3,One year,Fiber optic,Bank transfer,Yes,0,4,0
46,89.85,4098.13,Month-to-month,Fiber optic,Electronic check,No,1,4,0
20,94.6,1901.73,Month-to-month,Fiber optic,Credit card,No,3,4,0
7,100.1,721.01,Month-to-month,DSL,Bank transfer,No,3,3,1
4,95.19,374.55,One year,Fiber optic,Electronic check,No,2,2,1
26,52.26,1279.79,Month-to-month,DSL,Mailed check,No,0,4,1
12,67.51,783.43,Month-to-month,DSL,Electronic check,Yes,3,2,1
19,71.34,1384.75,One year,No,Mailed check,Yes,1,4,0
18,58.23,1003.52,Month-to-month,No,Electronic check,No,1,4,1
10,96.46,995.12,Two year,Fiber optic,Credit card,No,3,3,1
4,73.4,274.7,Month-to-month,DSL,Bank transfer,No,0,4,0
14,65.77,897.91,One year,DSL,Credit card,No,3,2,1
22,70.19,1563.57,Month-to-month,No,Electronic check,No,1,4,0
23,47.42,1053.88,Two year,No,Mailed check,Yes,0,2,0
12,76.57,924.62,Two year,DSL,Credit card,No,4,4,0
46,77.39,3730.36,Month-to-month,Fiber optic,Bank transfer,Yes,3,5,0
8,93.14,689.64,One year,Fiber optic,Electronic check,No,2,3,0
39,53.49,1928.11,One year,No,Credit card,Yes,0,4,0
22,52.73,1157.99,Month-to-month,No,Electronic check,Yes,2,3,0
15,98.51,1542.32,One year,Fiber optic,Electronic check,Yes,1,4,0
28,72.36,1993.06,Two year,DSL,Bank transfer,No,0,2,1
17,75.49,1258.36,Month-to-month,Fiber optic,Bank transfer,No,1,3,1
6,78.43,446.75,Two year,Fiber optic,Bank transfer,No,2,3,0
7,86.55,586.16,Month-to-month,Fiber optic,Electronic check,No,3,4,1
16,108.37,1596.14,Two year,Fiber optic,Electronic check,Yes,2,3,0
13,39.35,505.5,Two year,DSL,Electronic check,Yes,0,4,0
38,96.88,3777.49,Month-to-month,Fiber optic,Mailed check,Yes,3,4,0
13,68.26,906.5,Month-to-month,DSL,Electronic check,Yes,1,4,0
12,77.56,909.55,One year,DSL,Bank transfer,No,1,4,0
11,67.93,729.91,Two year,DSL,Credit card,No,5,2,0
10,109.72,1106.03,Month-to-month,Fiber optic,Credit card,Yes,0,5,0
10,91.68,954.92,Month-to-month,Fiber optic,Credit card,No,1,4,0
6,44.2,269.57,One year,DSL,Electronic check,No,1,2,1
23,67.3,1524.5,Month-to-month,DSL,Mailed check,Yes,0,3,0
18,94.6,1768.09,One year,Fiber optic,Credit card,No,2,4,1
17,62.75,1118.4,One year,DSL,Electronic check,Yes,0,3,0
5,67.0,339.43,Two year,No,Electronic check,Yes,0,4,0
26,74.01,1996.43,Month-to-month,Fiber optic,Electronic check,Yes,2,5,0
28,92.2,2690.83,Two year,Fiber optic,Bank transfer,Yes,2,4,0
53,58.36,3074.77,One year,No,Credit card,Yes,2,3,0
27,59.21,1531.94,Two year,No,Mailed check,Yes,1,4,0
60,81.41,4958.98,Month-to-month,Fiber optic,Bank transfer,Yes,1,2,0
11,49.85,516.32,One year,No,Bank transfer,No,1,3,0
55,92.51,4902.06,Two year,Fiber optic,Credit card,Yes,3,2,0
28,67.19,1828.28,One year,No,Electronic check,Yes,2,3,0
25,62.41,1607.28,Month-to-month,DSL,Bank transfer,No,0,3,0
17,57.17,948.88,Month-to-month,DSL,Credit card,No,1,4,0
14,51.95,727.99,Month-to-month,No,Credit card,No,2,3,0
12,44.1,546.36,Month-to-month,No,Mailed check,No,1,4,1
56,84.05,4413.7,One year,Fiber optic,Electronic check,No,2,2,0
17,81.56,1397.62,Two year,DSL,Credit card,Yes,1,4,0
28,60.13,1696.93,One year,DSL,Credit card,No,3,3,0
33,96.36,3153.06,Month-to-month,DSL,Electronic check,Yes,1,3,0
32,74.35,2469.24,Month-to-month,Fiber optic,Electronic check,No,2,3,1
23,80.86,1839.06,Month-to-month,Fiber optic,Electronic check,Yes,2,5,0
54,47.13,2393.58,Month-to-month,No,Bank transfer,No,2,3,1
27,82.67,2248.21,Two year,Fiber optic,Electronic check,No,5,3,0
12,97.29,1137.4,Month-to-month,DSL,Electronic check,Yes,1,4,1
15,67.31,1058.95,Month-to-month,DSL,Credit card,Yes,2,3,0
5,82.91,425.21,One year,Fiber optic,Electronic check,Yes,0,4,0
24,91.34,2055.8,Month-to-month,Fiber optic,Credit card,Yes,2,4,0
30,90.85,2639.65,Month-to-month,Fiber optic,Mailed check,Yes,1,4,1
32,74.66,2246.79,Month-to-month,Fiber optic,Mailed check,No,1,3,1
28,54.91,1595.25,Month-to-month,No,Credit card,Yes,2,3,0
17,100.07,1571.89,One year,Fiber optic,Electronic check,Yes,3,2,1
20,88.96,1730.08,Month-to-month,Fiber optic,Electronic check,Yes,0,4,0
20,74.94,1419.15,One year,DSL,Mailed check,Yes,0,3,0
38,58.7,2183.51,Month-to-month,No,Bank transfer,Yes,3,4,0
3,79.98,245.47,Month-to-month,Fiber optic,Mailed check,No,2,3,0
14,74.08,957.32,One year,Fiber optic,Credit card,Yes,1,4,0
8,83.66,638.65,Month-to-month,DSL,Credit card,No,2,4,0
69,89.03,6319.62,Month-to-month,DSL,Electronic check,No,2,2,0
44,46.97,1980.0,Month-to-month,DSL,Electronic check,No,4,3,1
14,84.18,1131.73,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,1
6,55.29,317.39,Month-to-month,No,Credit card,Yes,2,4,0
7,82.32,581.28,Two year,DSL,Electronic check,Yes,2,3,1
38,56.14,2208.12,Month-to-month,No,Mailed check,Yes,0,3,0
5,59.9,290.17,Month-to-month,No,Electronic check,No,4,2,1
20,75.06,1570.92,Month-to-month,DSL,Credit card,No,0,3,1
34,90.25,2883.95,Month-to-month,Fiber optic,Electronic check,No,5,2,1
7,69.56,503.13,One year,DSL,Bank transfer,No,0,4,0
20,72.18,1394.51,One year,DSL,Electronic check,Yes,0,3,1
14,100.32,1323.02,Two year,Fiber optic,Bank transfer,Yes,1,4,0
13,82.95,1087.29,Month-to-month,Fiber optic,Mailed check,Yes,2,4,0
11,60.11,629.94,Month-to-month,Fiber optic,Bank transfer,No,2,4,0
36,58.7,1982.66,One year,No,Electronic check,No,2,3,0
50,64.99,3196.76,Month-to-month,DSL,Electronic check,Yes,0,4,0
16,73.75,1112.65,Month-to-month,DSL,Electronic check,No,2,4,1
26,65.61,1685.04,Month-to-month,DSL,Credit card,No,0,5,0
20,68.62,1429.41,Month-to-month,DSL,Bank transfer,No,0,3,1
4,63.96,235.5,Two year,No,Electronic check,Yes,0,3,0
16,74.59,1154.87,Two year,Fiber optic,Electronic check,No,2,2,0
3,57.94,173.84,One year,Fiber optic,Mailed check,No,0,3,0
13,66.96,856.13,Month-to-month,DSL,Electronic check,Yes,0,4,0
19,55.75,1055.69,One year,No,Credit card,Yes,1,5,0
32,51.95,1534.55,One year,No,Mailed check,Yes,0,4,0
24,76.5,1816.54,One year,No,Bank transfer,Yes,1,3,0
36,61.84,2239.03,Month-to-month,DSL,Bank transfer,No,4,4,0
10,69.97,698.21,Two year,Fiber optic,Credit card,No,0,3,0
46,82.08,3494.4,Month-to-month,Fiber optic,Bank transfer,No,3,4,0
50,97.23,4538.89,One year,Fiber optic,Electronic check,Yes,0,3,0
3,68.97,208.87,Two year,DSL,Electronic check,No,0,4,0
4,95.24,357.66,Two year,DSL,Mailed check,Yes,1,3,0
19,97.9,1786.23,Two year,Fiber optic,Electronic check,Yes,0,4,0
13,69.87,888.25,Month-to-month,DSL,Mailed check,No,3,2,0
